KEY;SURVEY_DATE;OFFICE_LOCATION;STATEMENT;RATING
3130;2022-04-01;10000-0001;I'm often working under time pressure.;4
3131;2022-04-01;10000-0001;I have a really interesting  job.;10
3132;2022-04-01;10000-0001;Most of the time I enjoy going to work.;9
3133;2022-04-01;10000-0001;I'm often bored at work.;4
3134;2022-04-01;10000-0001;If I could, I would like to change careers.;4
3135;2022-04-01;10000-0001;I'm satisified with the relations between colleagues in my team.;10
3136;2022-04-01;10000-0001;I can always trust the colleagues in my team.;10
3137;2022-04-01;10000-0001;It would not bother me if some colleagues of my team would be replaced.;4
3138;2022-04-01;10000-0001;It's sometimes difficult to remain a good relation to all colleagues.;1
3139;2022-04-01;10000-0001;After work, I'm exhausted in the evening.;1
3140;2022-04-01;10000-0001;I'm often working under time pressure.;2
3141;2022-04-01;10000-0001;I have a really interesting  job.;10
3142;2022-04-01;10000-0001;Most of the time I enjoy going to work.;9
3143;2022-04-01;10000-0001;I'm often bored at work.;2
3144;2022-04-01;10000-0001;If I could, I would like to change careers.;2
3145;2022-04-01;10000-0001;I'm satisified with the relations between colleagues in my team.;8
3146;2022-04-01;10000-0001;I can always trust the colleagues in my team.;8
3147;2022-04-01;10000-0001;It would not bother me if some colleagues of my team would be replaced.;1
3148;2022-04-01;10000-0001;It's sometimes difficult to remain a good relation to all colleagues.;4
3149;2022-04-01;10000-0001;After work, I'm exhausted in the evening.;1
3150;2022-04-01;10000-0001;I'm often working under time pressure.;2
3151;2022-04-01;10000-0001;I have a really interesting  job.;8
3152;2022-04-01;10000-0001;Most of the time I enjoy going to work.;10
3153;2022-04-01;10000-0001;I'm often bored at work.;4
3154;2022-04-01;10000-0001;If I could, I would like to change careers.;1
3155;2022-04-01;10000-0001;I'm satisified with the relations between colleagues in my team.;10
3156;2022-04-01;10000-0001;I can always trust the colleagues in my team.;10
3157;2022-04-01;10000-0001;It would not bother me if some colleagues of my team would be replaced.;4
3158;2022-04-01;10000-0001;It's sometimes difficult to remain a good relation to all colleagues.;3
3159;2022-04-01;10000-0001;After work, I'm exhausted in the evening.;2
3160;2022-04-01;10000-0001;I'm often working under time pressure.;1
3161;2022-04-01;10000-0001;I have a really interesting  job.;10
3162;2022-04-01;10000-0001;Most of the time I enjoy going to work.;8
3163;2022-04-01;10000-0001;I'm often bored at work.;1
3164;2022-04-01;10000-0001;If I could, I would like to change careers.;2
3165;2022-04-01;10000-0001;I'm satisified with the relations between colleagues in my team.;8
3166;2022-04-01;10000-0001;I can always trust the colleagues in my team.;8
3167;2022-04-01;10000-0001;It would not bother me if some colleagues of my team would be replaced.;1
3168;2022-04-01;10000-0001;It's sometimes difficult to remain a good relation to all colleagues.;4
3169;2022-04-01;10000-0001;After work, I'm exhausted in the evening.;4
3170;2022-04-01;10000-0001;I'm often working under time pressure.;1
3171;2022-04-01;10000-0001;I have a really interesting  job.;9
3172;2022-04-01;10000-0001;Most of the time I enjoy going to work.;9
3173;2022-04-01;10000-0001;I'm often bored at work.;1
3174;2022-04-01;10000-0001;If I could, I would like to change careers.;2
3175;2022-04-01;10000-0001;I'm satisified with the relations between colleagues in my team.;9
3176;2022-04-01;10000-0001;I can always trust the colleagues in my team.;9
3177;2022-04-01;10000-0001;It would not bother me if some colleagues of my team would be replaced.;3
3178;2022-04-01;10000-0001;It's sometimes difficult to remain a good relation to all colleagues.;2
3179;2022-04-01;10000-0001;After work, I'm exhausted in the evening.;4
3180;2022-04-01;10000-0001;I'm often working under time pressure.;3
3181;2022-04-01;10000-0001;I have a really interesting  job.;8
3182;2022-04-01;10000-0001;Most of the time I enjoy going to work.;9
3183;2022-04-01;10000-0001;I'm often bored at work.;3
3184;2022-04-01;10000-0001;If I could, I would like to change careers.;2
3185;2022-04-01;10000-0001;I'm satisified with the relations between colleagues in my team.;8
3186;2022-04-01;10000-0001;I can always trust the colleagues in my team.;10
3187;2022-04-01;10000-0001;It would not bother me if some colleagues of my team would be replaced.;3
3188;2022-04-01;10000-0001;It's sometimes difficult to remain a good relation to all colleagues.;1
3189;2022-04-01;10000-0001;After work, I'm exhausted in the evening.;4
3190;2022-04-01;10000-0001;I'm often working under time pressure.;3
3191;2022-04-01;10000-0001;I have a really interesting  job.;8
3192;2022-04-01;10000-0001;Most of the time I enjoy going to work.;10
3193;2022-04-01;10000-0001;I'm often bored at work.;1
3194;2022-04-01;10000-0001;If I could, I would like to change careers.;2
3195;2022-04-01;10000-0001;I'm satisified with the relations between colleagues in my team.;9
3196;2022-04-01;10000-0001;I can always trust the colleagues in my team.;9
3197;2022-04-01;10000-0001;It would not bother me if some colleagues of my team would be replaced.;3
3198;2022-04-01;10000-0001;It's sometimes difficult to remain a good relation to all colleagues.;1
3199;2022-04-01;10000-0001;After work, I'm exhausted in the evening.;1
3200;2022-04-01;10000-0001;I'm often working under time pressure.;2
3201;2022-04-01;10000-0001;I have a really interesting  job.;10
3202;2022-04-01;10000-0001;Most of the time I enjoy going to work.;8
3203;2022-04-01;10000-0001;I'm often bored at work.;3
3204;2022-04-01;10000-0001;If I could, I would like to change careers.;3
3205;2022-04-01;10000-0001;I'm satisified with the relations between colleagues in my team.;8
3206;2022-04-01;10000-0001;I can always trust the colleagues in my team.;9
3207;2022-04-01;10000-0001;It would not bother me if some colleagues of my team would be replaced.;1
3208;2022-04-01;10000-0001;It's sometimes difficult to remain a good relation to all colleagues.;1
3209;2022-04-01;10000-0001;After work, I'm exhausted in the evening.;4
3210;2022-04-01;10000-0001;I'm often working under time pressure.;4
3211;2022-04-01;10000-0001;I have a really interesting  job.;10
3212;2022-04-01;10000-0001;Most of the time I enjoy going to work.;9
3213;2022-04-01;10000-0001;I'm often bored at work.;2
3214;2022-04-01;10000-0001;If I could, I would like to change careers.;3
3215;2022-04-01;10000-0001;I'm satisified with the relations between colleagues in my team.;10
3216;2022-04-01;10000-0001;I can always trust the colleagues in my team.;10
3217;2022-04-01;10000-0001;It would not bother me if some colleagues of my team would be replaced.;3
3218;2022-04-01;10000-0001;It's sometimes difficult to remain a good relation to all colleagues.;1
3219;2022-04-01;10000-0001;After work, I'm exhausted in the evening.;4
3220;2022-04-01;10000-0001;I'm often working under time pressure.;3
3221;2022-07-01;10000-0001;I have a really interesting  job.;8
3222;2022-07-01;10000-0001;Most of the time I enjoy going to work.;10
3223;2022-07-01;10000-0001;I'm often bored at work.;2
3224;2022-07-01;10000-0001;If I could, I would like to change careers.;2
3225;2022-07-01;10000-0001;I'm satisified with the relations between colleagues in my team.;8
3226;2022-07-01;10000-0001;I can always trust the colleagues in my team.;10
3227;2022-07-01;10000-0001;It would not bother me if some colleagues of my team would be replaced.;2
3228;2022-07-01;10000-0001;It's sometimes difficult to remain a good relation to all colleagues.;4
3229;2022-07-01;10000-0001;After work, I'm exhausted in the evening.;3
3230;2022-07-01;10000-0001;I'm often working under time pressure.;4
3231;2022-07-01;10000-0001;I have a really interesting  job.;8
3232;2022-07-01;10000-0001;Most of the time I enjoy going to work.;8
3233;2022-07-01;10000-0001;I'm often bored at work.;3
3234;2022-07-01;10000-0001;If I could, I would like to change careers.;2
3235;2022-07-01;10000-0001;I'm satisified with the relations between colleagues in my team.;8
3236;2022-07-01;10000-0001;I can always trust the colleagues in my team.;8
3237;2022-07-01;10000-0001;It would not bother me if some colleagues of my team would be replaced.;4
3238;2022-07-01;10000-0001;It's sometimes difficult to remain a good relation to all colleagues.;4
3239;2022-07-01;10000-0001;After work, I'm exhausted in the evening.;3
3240;2022-07-01;10000-0001;I'm often working under time pressure.;4
3241;2022-07-01;10000-0001;I have a really interesting  job.;10
3242;2022-07-01;10000-0001;Most of the time I enjoy going to work.;10
3243;2022-07-01;10000-0001;I'm often bored at work.;1
3244;2022-07-01;10000-0001;If I could, I would like to change careers.;3
3245;2022-07-01;10000-0001;I'm satisified with the relations between colleagues in my team.;8
3246;2022-07-01;10000-0001;I can always trust the colleagues in my team.;8
3247;2022-07-01;10000-0001;It would not bother me if some colleagues of my team would be replaced.;2
3248;2022-07-01;10000-0001;It's sometimes difficult to remain a good relation to all colleagues.;4
3249;2022-07-01;10000-0001;After work, I'm exhausted in the evening.;2
3250;2022-07-01;10000-0001;I'm often working under time pressure.;3
3251;2022-07-01;10000-0001;I have a really interesting  job.;8
3252;2022-07-01;10000-0001;Most of the time I enjoy going to work.;9
3253;2022-07-01;10000-0001;I'm often bored at work.;1
3254;2022-07-01;10000-0001;If I could, I would like to change careers.;4
3255;2022-07-01;10000-0001;I'm satisified with the relations between colleagues in my team.;8
3256;2022-07-01;10000-0001;I can always trust the colleagues in my team.;10
3257;2022-07-01;10000-0001;It would not bother me if some colleagues of my team would be replaced.;4
3258;2022-07-01;10000-0001;It's sometimes difficult to remain a good relation to all colleagues.;2
3259;2022-07-01;10000-0001;After work, I'm exhausted in the evening.;4
3260;2022-07-01;10000-0001;I'm often working under time pressure.;2
3261;2022-07-01;10000-0001;I have a really interesting  job.;9
3262;2022-07-01;10000-0001;Most of the time I enjoy going to work.;9
3263;2022-07-01;10000-0001;I'm often bored at work.;2
3264;2022-07-01;10000-0001;If I could, I would like to change careers.;3
3265;2022-07-01;10000-0001;I'm satisified with the relations between colleagues in my team.;10
3266;2022-07-01;10000-0001;I can always trust the colleagues in my team.;9
3267;2022-07-01;10000-0001;It would not bother me if some colleagues of my team would be replaced.;1
3268;2022-07-01;10000-0001;It's sometimes difficult to remain a good relation to all colleagues.;4
3269;2022-07-01;10000-0001;After work, I'm exhausted in the evening.;4
3270;2022-07-01;10000-0001;I'm often working under time pressure.;1
3271;2022-07-01;10000-0001;I have a really interesting  job.;10
3272;2022-07-01;10000-0001;Most of the time I enjoy going to work.;10
3273;2022-07-01;10000-0001;I'm often bored at work.;1
3274;2022-07-01;10000-0001;If I could, I would like to change careers.;2
3275;2022-07-01;10000-0001;I'm satisified with the relations between colleagues in my team.;8
3276;2022-07-01;10000-0001;I can always trust the colleagues in my team.;8
3277;2022-07-01;10000-0001;It would not bother me if some colleagues of my team would be replaced.;2
3278;2022-07-01;10000-0001;It's sometimes difficult to remain a good relation to all colleagues.;4
3279;2022-07-01;10000-0001;After work, I'm exhausted in the evening.;2
3280;2022-07-01;10000-0001;I'm often working under time pressure.;3
3281;2022-07-01;10000-0001;I have a really interesting  job.;10
3282;2022-07-01;10000-0001;Most of the time I enjoy going to work.;10
3283;2022-07-01;10000-0001;I'm often bored at work.;1
3284;2022-07-01;10000-0001;If I could, I would like to change careers.;4
3285;2022-07-01;10000-0001;I'm satisified with the relations between colleagues in my team.;9
3286;2022-07-01;10000-0001;I can always trust the colleagues in my team.;9
3287;2022-07-01;10000-0001;It would not bother me if some colleagues of my team would be replaced.;2
3288;2022-07-01;10000-0001;It's sometimes difficult to remain a good relation to all colleagues.;3
3289;2022-07-01;10000-0001;After work, I'm exhausted in the evening.;1
3290;2022-07-01;10000-0001;I'm often working under time pressure.;4
3291;2022-07-01;10000-0001;I have a really interesting  job.;8
3292;2022-07-01;10000-0001;Most of the time I enjoy going to work.;10
3293;2022-07-01;10000-0001;I'm often bored at work.;4
3294;2022-07-01;10000-0001;If I could, I would like to change careers.;4
3295;2022-07-01;10000-0001;I'm satisified with the relations between colleagues in my team.;10
3296;2022-07-01;10000-0001;I can always trust the colleagues in my team.;9
3297;2022-07-01;10000-0001;It would not bother me if some colleagues of my team would be replaced.;4
3298;2022-07-01;10000-0001;It's sometimes difficult to remain a good relation to all colleagues.;3
3299;2022-07-01;10000-0001;After work, I'm exhausted in the evening.;4
3300;2022-07-01;10000-0001;I'm often working under time pressure.;1
3301;2022-07-01;10000-0001;I have a really interesting  job.;9
3302;2022-07-01;10000-0001;Most of the time I enjoy going to work.;9
3303;2022-07-01;10000-0001;I'm often bored at work.;2
3304;2022-07-01;10000-0001;If I could, I would like to change careers.;2
